shipment_id,carrier,origin_city,destination_city,status,delay_days,cost_usd,weight_kg,shipped_date,delivered_date,destination_region_id,cost_flag
SH094404,BLUEDART,Delhi,Bangalore,in_transit,5,145.98,401.79,2024-06-21,2024-04-28,5,False
SH094407,DHL,Hyderabad,Bangalore,pending,0,0.0,477.7,2024-03-04,2024-02-24,4,False
SH094408,FEDEX,Mumbai,Delhi,delayed,7,374.43,142.69,2024-02-12,2024-01-12,4,False
SH094409,DHL,Delhi,Delhi,delayed,1,309.42,245.42,2024-04-30,2024-02-13,1,False
SH094410,DHL,Chennai,Mumbai,pending,-1,443.21,342.88,2024-03-20,2024-05-06,1,False
SH094411,FEDEX,Hyderabad,Hyderabad,in_transit,4,0.0,431.65,2024-04-20,2024-05-29,5,False
SH094412,DHL,Pune,Bangalore,in_transit,3,229.45,130.5,2024-01-07,2024-04-26,4,False
SH094413,FEDEX,Pune,Bangalore,in_transit,4,221.16,429.86,2024-03-02,2024-06-21,5,False
SH094414,BLUEDART,Mumbai,Bangalore,pending,4,62.44,167.96,2024-06-12,2024-02-22,2,False
SH094415,FEDEX,Delhi,Chennai,delivered,2,260.36,282.14,2024-06-14,2024-04-02,5,False
SH094416,FEDEX,Pune,Pune,in_transit,6,311.76,414.01,2024-06-11,2024-04-24,3,False
SH094417,FEDEX,Chennai,Bangalore,delayed,9,179.17,3.32,2024-04-21,2024-06-23,3,False
SH094418,DHL,Hyderabad,Mumbai,delivered,0,459.53,112.13,2024-02-21,2024-05-29,3,False
SH094419,BLUEDART,Hyderabad,Hyderabad,pending,6,190.04,30.46,2024-02-24,2024-02-17,5,False
SH094420,DHL,Pune,Chennai,in_transit,10,321.73,93.33,2024-03-03,2024-04-30,2,False
SH094421,DHL,Delhi,Mumbai,delayed,4,364.82,232.62,2024-05-04,2024-06-04,3,False
SH094422,BLUEDART,Bangalore,Pune,delayed,9,284.66,302.24,2024-05-08,2024-02-09,2,False
SH094423,DHL,Chennai,Chennai,in_transit,1,408.53,386.89,2024-03-04,2024-04-28,2,False
SH094424,FEDEX,Bangalore,Chennai,in_transit,1,158.28,143.84,2024-01-20,2024-05-25,1,False
SH094425,DHL,Delhi,Chennai,in_transit,9,179.77,434.22,2024-01-06,2024-04-22,2,False
SH094426,DHL,Hyderabad,Bangalore,in_transit,6,0.0,329.33,2024-01-30,2024-06-09,4,False
SH094427,BLUEDART,Mumbai,Pune,in_transit,-1,475.25,149.78,2024-03-31,2024-04-11,5,False
SH094428,DHL,Delhi,Delhi,pending,2,414.04,347.0,2024-02-06,2024-03-22,5,False
SH094429,DHL,Chennai,Bangalore,in_transit,10,151.27,482.27,2024-01-27,2024-03-26,1,False
SH094430,FEDEX,Pune,Pune,in_transit,3,176.16,82.79,2024-03-13,2024-04-03,2,False
SH094431,FEDEX,Delhi,Delhi,delivered,4,184.15,62.77,2024-06-13,2024-05-12,2,False
SH094432,FEDEX,Delhi,Mumbai,in_transit,2,491.3,92.0,2024-04-10,2024-05-01,4,False
SH094433,BLUEDART,Pune,Mumbai,in_transit,4,283.92,169.71,2024-03-09,2024-02-21,4,False
SH094434,BLUEDART,Delhi,Pune,delayed,8,305.54,64.14,2024-02-24,2024-03-13,3,False
SH094435,FEDEX,Pune,Pune,in_transit,0,229.67,348.23,2024-01-25,2024-02-23,2,False
SH094436,DHL,Hyderabad,Mumbai,in_transit,4,402.0,453.95,2024-03-26,2024-04-02,5,False
SH094437,FEDEX,Chennai,Mumbai,delayed,1,373.93,428.15,2024-02-01,2024-01-10,2,False
SH094438,DHL,Hyderabad,Bangalore,in_transit,9,227.29,394.04,2024-01-26,2024-05-09,4,False
SH094439,BLUEDART,Pune,Delhi,delivered,4,255.59,92.52,2024-03-31,2024-06-03,4,False
SH094440,FEDEX,Delhi,Chennai,in_transit,4,313.01,271.88,2024-02-15,2024-06-23,2,False
SH094441,FEDEX,Chennai,Mumbai,in_transit,9,76.05,260.47,2024-06-09,2024-01-02,3,False
SH094442,FEDEX,Mumbai,Delhi,delivered,9,70.24,24.63,2024-01-14,2024-03-24,2,False
SH094443,BLUEDART,Pune,Chennai,delayed,9,52.18,15.63,2024-04-30,2024-06-08,5,False
SH094444,DHL,Hyderabad,Mumbai,in_transit,6,233.77,255.43,2024-05-10,2024-03-31,2,False
SH094445,FEDEX,Hyderabad,Delhi,pending,7,142.16,93.83,2024-04-10,2024-03-10,5,False
SH094446,DHL,Chennai,Delhi,delayed,2,357.29,380.7,2024-02-01,2024-05-07,2,False
SH094447,DHL,Pune,Bangalore,delayed,9,422.93,437.71,2024-01-31,2024-04-23,5,False
SH094448,DHL,Delhi,Chennai,in_transit,3,386.45,499.97,2024-06-02,2024-03-10,4,False
SH094449,DHL,Pune,Hyderabad,delayed,3,307.86,62.39,2024-03-30,2024-06-11,4,False
SH094450,FEDEX,Delhi,Bangalore,pending,7,313.45,68.78,2024-05-12,2024-02-06,2,False
SH094451,DHL,Hyderabad,Bangalore,in_transit,9,101.38,95.15,2024-03-24,2024-01-24,1,False
SH094452,FEDEX,Hyderabad,Pune,delayed,3,337.67,427.26,2024-03-24,2024-02-16,5,False
SH094453,DHL,Hyderabad,Bangalore,in_transit,2,444.63,439.99,2024-01-17,2024-01-28,5,False
SH094454,DHL,Chennai,Delhi,delayed,5,272.8,411.09,2024-05-30,2024-01-17,4,False
SH094455,BLUEDART,Pune,Chennai,in_transit,8,259.54,168.62,2024-04-24,2024-05-12,5,False
SH094456,DHL,Delhi,Mumbai,delayed,9,186.39,168.24,2024-01-29,2024-06-13,2,False
SH094457,DHL,Hyderabad,Bangalore,in_transit,2,56.64,389.39,2024-01-28,2024-03-02,5,False
SH094458,BLUEDART,Delhi,Delhi,in_transit,3,80.22,251.89,2024-02-17,2024-02-26,3,False
SH094459,DHL,Delhi,Chennai,delayed,7,207.45,128.98,2024-01-08,2024-02-12,4,False
SH094460,DHL,Pune,Bangalore,delayed,1,55.38,45.23,2024-02-15,2024-02-25,2,False
SH094461,DHL,Delhi,Bangalore,delivered,5,70.16,168.42,2024-01-11,2024-02-15,4,False
SH094462,BLUEDART,Hyderabad,Pune,in_transit,5,316.55,308.86,2024-01-25,2024-04-06,2,False
SH094463,BLUEDART,Chennai,Bangalore,delivered,6,106.3,88.34,2024-02-02,2024-01-22,1,False
SH094464,FEDEX,Chennai,Bangalore,pending,0,403.42,48.56,2024-02-13,2024-03-14,4,False
SH094465,BLUEDART,Bangalore,Bangalore,delayed,10,225.45,129.73,2024-03-21,2024-02-08,2,False
SH094466,DHL,Delhi,Chennai,in_transit,3,68.92,367.84,2024-06-08,2024-06-06,2,False
SH094467,FEDEX,Pune,Bangalore,delayed,0,277.96,209.01,2024-01-31,2024-03-12,4,False
SH094468,FEDEX,Pune,Chennai,pending,9,407.86,424.82,2024-05-21,2024-06-17,3,False
SH094469,DHL,Hyderabad,Delhi,delayed,-1,426.36,445.95,2024-01-22,2024-01-26,5,False
SH094470,FEDEX,Mumbai,Bangalore,delivered,6,53.31,98.42,2024-02-06,2024-04-28,2,False
SH094471,FEDEX,Delhi,Pune,delayed,2,109.27,424.24,2024-03-26,2024-05-28,4,False
SH094472,BLUEDART,Hyderabad,Delhi,in_transit,7,195.73,166.77,2024-04-01,2024-01-21,4,False
SH094473,DHL,Hyderabad,Mumbai,delayed,6,384.55,169.8,2024-05-12,2024-03-10,1,False
SH094474,BLUEDART,Chennai,Pune,delayed,8,347.54,71.56,2024-05-22,2024-06-28,3,False
SH094475,BLUEDART,Bangalore,Pune,delivered,5,277.82,58.49,2024-04-04,2024-04-05,4,False
SH094476,BLUEDART,Chennai,Hyderabad,in_transit,5,210.41,10.86,2024-05-11,2024-03-09,5,False
SH094477,FEDEX,Bangalore,Pune,delayed,3,327.22,259.0,2024-02-04,2024-02-02,4,False
SH094478,FEDEX,Chennai,Pune,delivered,2,182.74,472.53,2024-02-10,2024-01-29,1,False
SH094480,FEDEX,Pune,Mumbai,delayed,9,191.67,436.5,2024-06-12,2024-02-05,5,False
SH094481,FEDEX,Hyderabad,Chennai,pending,6,92.98,308.01,2024-04-17,2024-06-04,2,False
SH094482,BLUEDART,Chennai,Chennai,in_transit,9,493.88,183.13,2024-03-19,2024-04-24,4,False
SH094483,DHL,Hyderabad,Mumbai,in_transit,5,72.47,350.81,2024-03-18,2024-04-11,2,False
SH094484,DHL,Hyderabad,Bangalore,pending,6,370.98,229.17,2024-04-27,2024-02-28,3,False
SH094485,BLUEDART,Hyderabad,Chennai,in_transit,1,372.18,96.06,2024-05-10,2024-05-28,5,False
SH094486,FEDEX,Delhi,Chennai,delivered,8,450.41,381.47,2024-03-06,2024-06-08,2,False
SH094487,DHL,Chennai,Bangalore,delayed,6,129.42,96.61,2024-05-15,2024-02-09,5,False
SH094488,BLUEDART,Bangalore,Pune,delayed,2,152.83,90.24,2024-06-12,2024-02-16,2,False
SH094489,DHL,Hyderabad,Chennai,delayed,3,434.46,282.54,2024-05-17,2024-01-19,3,False
SH094490,BLUEDART,Hyderabad,Pune,delivered,8,94.98,301.36,2024-02-08,2024-01-22,2,False
SH094491,BLUEDART,Hyderabad,Hyderabad,pending,5,133.93,3.66,2024-04-30,2024-04-28,5,False
SH094492,FEDEX,Hyderabad,Pune,pending,2,211.23,483.58,2024-06-04,2024-01-17,2,False
SH094493,FEDEX,Mumbai,Delhi,delayed,4,271.6,342.27,2024-01-05,2024-06-16,3,False
SH094494,FEDEX,Chennai,Chennai,in_transit,6,303.08,94.85,2024-02-07,2024-03-20,3,False
SH094495,BLUEDART,Chennai,Mumbai,delayed,7,91.22,462.7,2024-04-27,2024-05-06,4,False
SH094496,DHL,Pune,Pune,delayed,7,88.73,380.18,2024-06-20,2024-06-18,5,False
SH094497,FEDEX,Chennai,Mumbai,delivered,1,407.38,378.32,2024-02-23,2024-02-16,5,False
SH094498,DHL,Chennai,Mumbai,pending,2,308.48,301.08,2024-03-03,2024-06-05,4,False
SH094499,DHL,Pune,Mumbai,in_transit,4,151.39,289.27,2024-02-24,2024-01-08,4,False
SH094500,BLUEDART,Chennai,Bangalore,delivered,1,53.49,261.88,2024-05-22,2024-02-26,2,False
SH094501,FEDEX,Pune,Pune,delayed,6,376.52,283.13,2024-03-30,2024-06-04,3,False
SH094502,BLUEDART,Chennai,Chennai,in_transit,6,413.56,442.41,2024-06-19,2024-06-02,2,False
SH094503,BLUEDART,Pune,Bangalore,delayed,0,90.95,136.88,2024-01-29,2024-03-03,1,False
SH094504,FEDEX,Hyderabad,Mumbai,in_transit,7,201.69,74.85,2024-01-06,2024-06-28,4,False
SH094505,DHL,Chennai,Chennai,in_transit,2,85.88,406.12,2024-06-14,2024-01-14,5,False
SH094506,DHL,Chennai,Hyderabad,pending,-1,441.14,143.41,2024-02-20,2024-01-29,2,False
SH094507,FEDEX,Chennai,Chennai,in_transit,6,206.27,305.58,2024-01-29,2024-05-03,3,False
SH094508,FEDEX,Bangalore,Pune,delayed,1,265.34,225.29,2024-03-21,2024-02-05,2,False
SH094509,DHL,Hyderabad,Delhi,delayed,7,194.7,115.57,2024-02-28,2024-06-26,2,False
SH094510,BLUEDART,Mumbai,Hyderabad,delivered,8,261.17,446.52,2024-04-02,2024-06-21,3,False
SH094511,DHL,Delhi,Mumbai,in_transit,1,0.0,327.56,2024-06-14,2024-05-25,5,False
SH094512,FEDEX,Delhi,Mumbai,delayed,2,313.97,248.08,2024-02-22,2024-02-05,3,False
SH094513,FEDEX,Chennai,Pune,delayed,8,327.91,484.19,2024-04-06,2024-01-23,5,False
SH094514,DHL,Mumbai,Mumbai,pending,4,270.2,484.05,2024-04-20,2024-05-16,5,False
SH094515,BLUEDART,Mumbai,Mumbai,delayed,9,444.64,8.96,2024-03-21,2024-05-16,3,False
SH094516,DHL,Hyderabad,Chennai,in_transit,8,223.39,388.01,2024-01-05,2024-07-04,2,False
SH094517,FEDEX,Mumbai,Hyderabad,in_transit,8,300.24,83.1,2024-05-30,2024-03-23,3,False
SH094518,DHL,Chennai,Pune,in_transit,1,190.09,244.45,2024-05-26,2024-03-03,3,False
SH094519,FEDEX,Delhi,Chennai,in_transit,2,390.09,70.2,2024-01-20,2024-04-23,5,False
SH094520,DHL,Pune,Bangalore,in_transit,5,373.28,392.77,2024-03-24,2024-04-22,3,False
SH094521,DHL,Pune,Delhi,delayed,-1,483.4,408.97,2024-03-29,2024-02-23,4,False
SH094522,FEDEX,Hyderabad,Bangalore,in_transit,6,120.13,294.5,2024-04-20,2024-01-31,2,False
SH094523,FEDEX,Delhi,Mumbai,pending,5,208.13,159.93,2024-05-22,2024-02-23,5,False
SH094525,FEDEX,Delhi,Pune,delayed,2,60.99,387.95,2024-04-14,2024-06-22,5,False
SH094526,DHL,Hyderabad,Mumbai,in_transit,9,248.57,27.64,2024-05-25,2024-06-26,4,False
SH094527,BLUEDART,Chennai,Pune,in_transit,7,231.21,89.87,2024-02-06,2024-05-19,3,False
SH094528,BLUEDART,Hyderabad,Chennai,pending,-1,249.03,375.85,2024-05-14,2024-02-20,4,False
SH094529,BLUEDART,Delhi,Pune,delayed,5,421.87,379.22,2024-05-20,2024-03-23,1,False
SH094530,DHL,Delhi,Mumbai,pending,8,229.21,3.52,2024-04-08,2024-03-06,2,False
SH094531,FEDEX,Pune,Chennai,delayed,6,248.97,95.37,2024-03-21,2024-03-14,1,False
SH094533,DHL,Hyderabad,Bangalore,delayed,0,396.11,225.87,2024-02-21,2024-04-26,4,False
SH094534,DHL,Chennai,Hyderabad,delivered,7,254.32,95.56,2024-02-13,2024-03-11,3,False
SH094535,BLUEDART,Bangalore,Delhi,delayed,5,293.44,148.75,2024-02-08,2024-01-06,3,False
SH094537,DHL,Bangalore,Mumbai,pending,2,408.33,138.95,2024-04-19,2024-03-29,5,False
SH094538,FEDEX,Delhi,Pune,in_transit,9,424.11,296.71,2024-02-09,2024-02-13,3,False
SH094539,FEDEX,Bangalore,Chennai,in_transit,7,147.35,283.28,2024-02-19,2024-06-14,1,False
SH094541,FEDEX,Pune,Bangalore,pending,9,362.56,461.63,2024-05-04,2024-06-15,4,False
SH094542,BLUEDART,Delhi,Pune,in_transit,7,264.47,2.08,2024-03-17,2024-02-02,3,False
SH094544,DHL,Delhi,Bangalore,delayed,10,408.52,182.3,2024-01-13,2024-04-24,4,False
SH094545,BLUEDART,Chennai,Hyderabad,in_transit,3,413.24,133.33,2024-01-31,2024-03-13,5,False
SH094546,FEDEX,Hyderabad,Pune,delayed,2,124.69,185.83,2024-01-15,2024-02-08,5,False
SH094547,DHL,Delhi,Delhi,delivered,7,104.23,110.5,2024-04-27,2024-05-29,4,False
SH094548,BLUEDART,Chennai,Mumbai,in_transit,9,454.26,354.75,2024-02-10,2024-05-22,5,False
SH094549,DHL,Pune,Chennai,in_transit,1,197.59,342.17,2024-02-23,2024-06-22,1,False
SH094550,FEDEX,Pune,Bangalore,in_transit,3,153.87,363.61,2024-02-16,2024-04-18,4,False
SH094552,FEDEX,Chennai,Bangalore,delayed,9,249.75,84.32,2024-02-06,2024-05-27,5,False
SH094554,DHL,Pune,Mumbai,delivered,10,115.38,26.37,2024-04-06,2024-03-26,5,False
SH094555,FEDEX,Delhi,Bangalore,delivered,1,349.85,231.39,2024-05-27,2024-01-13,2,False
SH094556,DHL,Delhi,Bangalore,pending,-1,458.52,482.3,2024-05-14,2024-05-18,5,False
SH094557,DHL,Pune,Pune,delayed,8,366.01,179.17,2024-05-06,2024-02-18,2,False
SH094559,BLUEDART,Bangalore,Chennai,in_transit,2,229.92,364.66,2024-04-24,2024-06-26,3,False
SH094560,FEDEX,Hyderabad,Bangalore,delayed,7,81.97,466.08,2024-01-24,2024-03-15,1,False
SH094561,FEDEX,Bangalore,Pune,delivered,8,264.3,233.09,2024-02-12,2024-01-22,2,False
SH094562,FEDEX,Chennai,Pune,delayed,3,285.14,313.51,2024-02-11,2024-05-09,2,False
SH094563,DHL,Mumbai,Mumbai,pending,2,486.26,20.04,2024-02-20,2024-05-06,1,False
SH094564,FEDEX,Hyderabad,Pune,delayed,3,52.73,17.8,2024-04-21,2024-04-01,5,False
SH094565,DHL,Pune,Pune,in_transit,2,442.69,34.29,2024-03-21,2024-02-09,2,False
SH094566,FEDEX,Delhi,Mumbai,in_transit,2,238.88,402.78,2024-05-02,2024-06-16,3,False
SH094567,BLUEDART,Delhi,Mumbai,pending,6,124.29,448.88,2024-03-09,2024-06-06,2,False
SH094568,DHL,Hyderabad,Mumbai,delayed,4,423.87,73.61,2024-05-19,2024-01-11,3,False
SH094569,DHL,Mumbai,Chennai,delivered,5,499.34,173.97,2024-06-23,2024-02-14,5,True
SH094570,DHL,Bangalore,Mumbai,in_transit,3,302.06,355.95,2024-05-28,2024-06-07,3,False
SH094571,DHL,Chennai,Bangalore,delayed,3,62.49,399.93,2024-02-29,2024-03-06,4,False
SH094572,FEDEX,Hyderabad,Pune,delayed,2,78.04,203.89,2024-05-14,2024-05-12,3,False
SH094573,BLUEDART,Delhi,Pune,in_transit,10,167.19,393.43,2024-06-27,2024-01-27,1,False
SH094574,BLUEDART,Hyderabad,Mumbai,delivered,8,52.51,327.05,2024-04-01,2024-05-10,4,False
SH094575,DHL,Chennai,Mumbai,delayed,8,81.25,445.77,2024-01-23,2024-05-17,2,False
SH094576,BLUEDART,Pune,Mumbai,pending,4,284.75,321.01,2024-03-08,2024-04-15,1,False
SH094577,DHL,Hyderabad,Chennai,pending,2,301.1,67.38,2024-04-27,2024-02-01,2,False
SH094578,DHL,Delhi,Bangalore,delivered,6,72.67,97.46,2024-04-07,2024-04-26,5,False
SH094579,BLUEDART,Chennai,Delhi,delivered,4,333.8,151.75,2024-06-24,2024-02-02,5,False
SH094580,DHL,Chennai,Mumbai,delayed,10,332.34,383.51,2024-03-09,2024-04-11,5,False
SH094581,DHL,Hyderabad,Pune,delayed,0,155.16,418.65,2024-03-13,2024-05-05,2,False
SH094582,FEDEX,Chennai,Chennai,delayed,4,169.27,91.75,2024-03-18,2024-02-09,2,False
SH094583,BLUEDART,Bangalore,Bangalore,in_transit,3,193.72,39.94,2024-06-24,2024-06-14,5,False
SH094584,DHL,Pune,Hyderabad,delayed,1,233.69,363.78,2024-01-31,2024-05-21,5,False
SH094585,FEDEX,Bangalore,Mumbai,in_transit,2,345.12,338.09,2024-04-08,2024-02-12,5,False
SH094586,FEDEX,Chennai,Chennai,delayed,1,369.75,387.87,2024-02-28,2024-04-03,3,False
SH094587,FEDEX,Delhi,Bangalore,in_transit,3,435.61,408.05,2024-04-18,2024-03-24,3,False
SH094588,DHL,Chennai,Delhi,delayed,7,433.17,139.9,2024-04-10,2024-05-31,2,False
SH094590,FEDEX,Pune,Pune,pending,3,170.08,316.58,2024-05-18,2024-04-20,5,False
SH094591,DHL,Hyderabad,Chennai,pending,9,178.85,338.54,2024-04-28,2024-04-15,5,False
SH094592,FEDEX,Hyderabad,Delhi,delayed,0,426.72,6.1,2024-05-21,2024-03-17,2,False
SH094593,BLUEDART,Pune,Hyderabad,in_transit,5,0.0,442.33,2024-05-15,2024-03-14,2,False
SH094594,BLUEDART,Bangalore,Bangalore,delivered,2,442.87,482.55,2024-05-26,2024-06-03,3,False
SH094596,DHL,Chennai,Chennai,delivered,7,478.08,228.15,2024-03-18,2024-04-12,5,False
SH094597,FEDEX,Delhi,Delhi,delivered,10,323.28,50.77,2024-04-29,2024-02-03,2,False
SH094598,DHL,Hyderabad,Hyderabad,in_transit,2,334.94,395.27,2024-01-24,2024-01-23,1,False
SH094599,BLUEDART,Mumbai,Chennai,in_transit,6,92.97,67.55,2024-05-16,2024-02-25,2,False
SH094601,FEDEX,Pune,Pune,delivered,10,384.12,16.87,2024-02-29,2024-04-01,3,False
SH094602,FEDEX,Bangalore,Bangalore,delayed,2,438.0,23.86,2024-05-21,2024-03-17,2,False
SH094603,FEDEX,Delhi,Mumbai,in_transit,9,198.13,457.26,2024-05-13,2024-02-28,4,False
SH094604,BLUEDART,Delhi,Bangalore,delayed,1,182.72,300.76,2024-04-01,2024-05-12,1,False
SH094605,BLUEDART,Bangalore,Mumbai,delayed,5,186.64,435.39,2024-01-03,2024-02-24,2,False
SH094606,FEDEX,Chennai,Mumbai,delayed,2,339.53,459.69,2024-01-18,2024-04-21,5,False
SH094607,FEDEX,Delhi,Chennai,in_transit,8,151.16,307.77,2024-04-17,2024-06-20,3,False
SH094608,DHL,Delhi,Bangalore,delivered,6,314.6,262.23,2024-01-21,2024-02-15,1,False
SH094609,DHL,Chennai,Hyderabad,delayed,6,386.74,432.36,2024-01-06,2024-06-09,5,False
SH094610,FEDEX,Delhi,Bangalore,delayed,2,169.77,45.52,2024-05-08,2024-05-10,3,False
SH094611,DHL,Delhi,Mumbai,delayed,8,104.12,322.72,2024-05-02,2024-04-18,5,False
SH094614,FEDEX,Bangalore,Mumbai,delayed,3,109.08,499.15,2024-04-24,2024-03-22,2,False
SH094615,FEDEX,Delhi,Chennai,in_transit,10,482.94,390.99,2024-06-15,2024-06-19,3,False
SH094616,FEDEX,Hyderabad,Mumbai,in_transit,2,243.56,497.94,2024-06-15,2024-04-06,4,False
SH094617,FEDEX,Chennai,Bangalore,in_transit,5,376.03,327.95,2024-01-14,2024-02-24,3,False
SH094618,BLUEDART,Pune,Hyderabad,delivered,7,288.88,337.31,2024-03-21,2024-01-28,5,False
SH094619,FEDEX,Mumbai,Mumbai,in_transit,4,56.04,284.82,2024-06-23,2024-06-15,2,False
SH094620,BLUEDART,Mumbai,Hyderabad,delayed,4,472.46,388.83,2024-06-05,2024-06-25,2,False
SH094621,FEDEX,Hyderabad,Pune,delayed,2,151.31,4.21,2024-05-13,2024-04-06,4,False
SH094622,DHL,Mumbai,Chennai,in_transit,4,424.41,415.08,2024-05-20,2024-06-16,4,False
SH094623,FEDEX,Bangalore,Hyderabad,delivered,1,100.28,302.29,2024-05-23,2024-05-30,5,False
SH094625,DHL,Delhi,Chennai,delayed,1,115.19,66.21,2024-01-17,2024-03-21,2,False
SH094626,FEDEX,Pune,Hyderabad,in_transit,4,482.8,256.74,2024-04-16,2024-02-11,4,False
SH094627,DHL,Delhi,Bangalore,in_transit,8,189.57,336.86,2024-01-13,2024-01-25,1,False
SH094628,FEDEX,Pune,Chennai,delayed,6,0.0,154.57,2024-03-31,2024-05-04,4,False
SH094629,FEDEX,Bangalore,Delhi,delayed,9,57.61,301.1,2024-06-19,2024-01-21,4,False
SH094632,DHL,Delhi,Bangalore,pending,0,275.0,58.18,2024-04-18,2024-02-13,5,False
SH094633,FEDEX,Bangalore,Chennai,delivered,10,163.55,140.64,2024-02-12,2024-01-24,5,False
SH094634,BLUEDART,Pune,Pune,pending,4,94.43,214.84,2024-02-01,2024-05-27,5,False
SH094635,BLUEDART,Delhi,Chennai,delivered,0,157.23,98.63,2024-06-10,2024-06-06,1,False
SH094636,DHL,Bangalore,Pune,delayed,0,470.88,235.75,2024-05-12,2024-03-24,3,False
SH094637,FEDEX,Delhi,Hyderabad,delayed,2,115.63,352.29,2024-01-06,2024-02-17,5,False
SH094638,DHL,Delhi,Bangalore,in_transit,-1,391.49,379.35,2024-05-16,2024-03-06,5,False
SH094639,BLUEDART,Bangalore,Chennai,in_transit,1,0.0,115.28,2024-06-12,2024-02-11,2,False
SH094640,BLUEDART,Chennai,Pune,in_transit,8,331.48,122.71,2024-05-14,2024-02-17,5,False
SH094641,FEDEX,Delhi,Bangalore,delayed,1,389.58,473.13,2024-04-25,2024-04-08,5,False
SH094642,BLUEDART,Hyderabad,Hyderabad,delayed,9,155.71,136.2,2024-04-22,2024-02-19,4,False
SH094643,BLUEDART,Delhi,Mumbai,delayed,2,474.74,183.48,2024-03-29,2024-01-25,5,False
SH094644,BLUEDART,Pune,Chennai,in_transit,8,77.12,416.48,2024-01-25,2024-05-05,4,False
SH094645,BLUEDART,Delhi,Bangalore,delivered,1,57.83,168.38,2024-05-06,2024-02-24,1,False
SH094646,FEDEX,Hyderabad,Hyderabad,pending,8,84.58,361.11,2024-02-27,2024-05-15,4,False
SH094647,DHL,Pune,Hyderabad,delivered,9,86.72,106.96,2024-06-19,2024-04-05,5,False
SH094648,DHL,Hyderabad,Delhi,pending,10,280.02,76.65,2024-01-08,2024-06-20,2,False
SH094649,DHL,Chennai,Hyderabad,pending,2,399.41,321.32,2024-05-21,2024-03-26,5,False
SH094650,DHL,Delhi,Bangalore,in_transit,6,81.68,175.22,2024-03-14,2024-06-17,4,False
SH094651,FEDEX,Pune,Chennai,pending,6,459.92,430.22,2024-05-06,2024-04-29,4,False
SH094652,BLUEDART,Mumbai,Pune,in_transit,4,70.83,139.05,2024-06-24,2024-01-26,4,False
SH094653,BLUEDART,Delhi,Bangalore,pending,9,319.22,81.43,2024-06-26,2024-03-15,5,False
SH094654,FEDEX,Mumbai,Bangalore,in_transit,10,462.97,273.42,2024-03-21,2024-02-07,2,False
SH094655,DHL,Pune,Mumbai,delayed,5,351.28,143.2,2024-01-26,2024-05-16,5,False
SH094656,BLUEDART,Delhi,Mumbai,delayed,5,362.1,309.78,2024-06-11,2024-01-09,4,False
SH094657,DHL,Bangalore,Bangalore,delayed,2,298.0,161.59,2024-03-06,2024-01-22,2,False
SH094658,BLUEDART,Pune,Pune,delivered,8,153.29,411.18,2024-06-11,2024-05-22,1,False
SH094659,DHL,Delhi,Bangalore,delivered,3,329.41,87.8,2024-05-22,2024-05-19,2,False
SH094660,BLUEDART,Delhi,Hyderabad,delayed,5,365.84,225.07,2024-02-05,2024-01-10,4,False
SH094661,DHL,Bangalore,Mumbai,pending,8,373.23,186.16,2024-02-18,2024-01-26,5,False
SH094662,FEDEX,Bangalore,Mumbai,delayed,3,104.2,296.07,2024-04-07,2024-04-05,5,False
SH094663,BLUEDART,Delhi,Chennai,delayed,10,466.56,183.76,2024-01-28,2024-06-23,5,False
SH094664,BLUEDART,Chennai,Mumbai,pending,9,149.86,439.25,2024-03-04,2024-07-02,5,False
SH094665,DHL,Pune,Mumbai,in_transit,8,86.76,496.85,2024-06-28,2024-05-22,5,False
SH094666,FEDEX,Delhi,Delhi,delayed,9,365.88,123.73,2024-01-25,2024-06-23,5,False
SH094667,DHL,Pune,Bangalore,delayed,6,413.21,416.14,2024-02-11,2024-06-11,4,False
SH094669,FEDEX,Pune,Chennai,delayed,5,321.84,62.34,2024-06-21,2024-05-30,2,False
SH094670,FEDEX,Chennai,Chennai,delivered,10,468.87,292.26,2024-05-27,2024-03-29,5,False
SH094672,DHL,Mumbai,Chennai,delayed,5,150.3,236.75,2024-04-28,2024-05-26,4,False
SH094673,BLUEDART,Hyderabad,Mumbai,delivered,5,0.0,326.39,2024-06-24,2024-02-26,1,False
SH094674,BLUEDART,Pune,Mumbai,delayed,7,103.36,42.12,2024-06-09,2024-05-08,2,False
SH094675,FEDEX,Bangalore,Chennai,in_transit,3,437.45,305.48,2024-02-01,2024-01-18,4,False
SH094676,BLUEDART,Hyderabad,Hyderabad,in_transit,10,128.18,486.82,2024-06-16,2024-05-05,4,False
SH094677,BLUEDART,Bangalore,Hyderabad,delivered,2,395.9,409.38,2024-03-29,2024-06-16,5,False
SH094678,DHL,Delhi,Pune,pending,2,233.79,114.31,2024-06-11,2024-06-20,5,False
SH094679,FEDEX,Mumbai,Delhi,in_transit,7,178.97,245.41,2024-05-24,2024-06-16,3,False
SH094680,DHL,Pune,Bangalore,delivered,3,51.86,231.14,2024-03-12,2024-06-20,3,False
SH094681,BLUEDART,Chennai,Pune,in_transit,2,343.84,349.93,2024-06-16,2024-02-21,2,False
SH094682,BLUEDART,Pune,Pune,delayed,1,472.0,293.98,2024-04-26,2024-06-21,2,False
SH094685,DHL,Mumbai,Chennai,delayed,7,111.08,447.41,2024-03-11,2024-01-07,2,False
SH094686,FEDEX,Bangalore,Pune,delayed,6,488.67,114.8,2024-05-19,2024-04-06,4,False
