"shipment_id","carrier","origin_city","destination_city","status","delay_days","cost_usd","weight_kg","shipped_date","delivered_date","destination_region_id"
SH087398,FEDEX,Pune,Delhi,delayed,1,314.51,174.90,2024-02-20,2024-06-03,3
SH087399,FEDEX,Delhi,Chennai,delivered,4,114.51,331.28,2024-06-28,2024-01-18,2
SH087400,BLUEDART,Mumbai,Bangalore,delayed,5,261.70,8.10,2024-04-21,2024-02-23,3
SH087401,FEDEX,Delhi,Mumbai,pending,3,384.11,307.40,2024-02-08,2024-02-06,2
SH087402,DHL,Hyderabad,Mumbai,in_transit,1,167.93,294.50,2024-04-28,2024-04-23,5
SH087403,DHL,Hyderabad,Mumbai,pending,0,385.61,484.68,2024-01-31,2024-06-27,1
SH087404,FEDEX,Hyderabad,Chennai,in_transit,6,184.64,261.12,2024-05-18,2024-04-27,4
SH087405,DHL,Hyderabad,Bangalore,delayed,3,82.31,473.41,2024-05-26,2024-05-21,2
SH087406,BLUEDART,Pune,Mumbai,in_transit,0,89.08,330.52,2024-04-12,2024-05-31,5
SH087407,DHL,Chennai,Hyderabad,delayed,3,438.52,425.22,2024-01-16,2024-02-13,5
SH087408,FEDEX,Pune,Chennai,delivered,6,107.07,215.98,2024-03-11,2024-01-07,3
SH087411,FEDEX,Pune,Chennai,delayed,8,86.93,419.91,2024-01-26,2024-05-09,3
SH087413,BLUEDART,Pune,Chennai,pending,9,498.44,439.67,2024-01-02,2024-02-04,2
SH087414,DHL,Delhi,Delhi,pending,-1,231.66,211.40,2024-04-06,2024-01-15,3
SH087415,FEDEX,Delhi,Chennai,delayed,10,452.03,364.49,2024-03-25,2024-05-20,4
SH087416,BLUEDART,Mumbai,Pune,delayed,6,271.77,276.05,2024-03-06,2024-04-14,3
SH087417,DHL,Hyderabad,Chennai,in_transit,9,302.26,205.30,2024-03-03,2024-04-10,2
SH087418,DHL,Delhi,Chennai,delayed,3,332.07,480.51,2024-03-26,2024-05-27,1
SH087420,FEDEX,Pune,Bangalore,pending,3,145.08,105.67,2024-05-12,2024-02-05,5
SH087421,BLUEDART,Delhi,Bangalore,delayed,1,389.31,67.60,2024-01-26,2024-06-18,2
SH087422,DHL,Mumbai,Pune,in_transit,6,184.37,265.73,2024-03-07,2024-02-12,5
SH087423,FEDEX,Chennai,Hyderabad,delayed,1,245.44,280.53,2024-03-15,2024-02-04,4
SH087424,DHL,Hyderabad,Delhi,in_transit,8,248.50,444.95,2024-04-06,2024-06-23,5
SH087425,DHL,Mumbai,Delhi,delayed,5,211.88,350.59,2024-02-13,2024-06-15,4
SH087426,DHL,Chennai,Pune,delayed,2,88.20,498.17,2024-02-14,2024-05-26,4
SH087427,FEDEX,Chennai,Bangalore,delayed,9,66.23,459.99,2024-03-08,2024-06-22,3
SH087428,BLUEDART,Chennai,Chennai,pending,3,151.88,229.74,2024-04-27,2024-04-17,1
SH087429,DHL,Chennai,Chennai,delivered,1,0.00,297.24,2024-05-06,2024-02-09,3
SH087430,BLUEDART,Hyderabad,Pune,in_transit,9,325.56,218.13,2024-03-30,2024-02-02,2
SH087431,FEDEX,Delhi,Bangalore,in_transit,6,264.90,134.43,2024-06-26,2024-02-16,5
SH087433,BLUEDART,Chennai,Bangalore,in_transit,7,480.08,405.86,2024-02-07,2024-01-12,5
SH087434,BLUEDART,Hyderabad,Chennai,delayed,8,372.67,285.43,2024-06-03,2024-02-14,2
SH087435,FEDEX,Chennai,Chennai,in_transit,1,200.68,256.07,2024-03-03,2024-05-18,5
SH087436,DHL,Chennai,Pune,in_transit,4,324.50,118.53,2024-06-19,2024-01-29,5
SH087437,BLUEDART,Chennai,Mumbai,delayed,6,494.31,131.40,2024-06-22,2024-02-18,3
SH087438,DHL,Mumbai,Mumbai,in_transit,8,136.26,379.26,2024-01-11,2024-05-13,2
SH087439,FEDEX,Mumbai,Mumbai,delayed,6,238.45,26.03,2024-02-29,2024-06-03,2
SH087440,DHL,Mumbai,Chennai,delayed,2,252.33,134.06,2024-04-07,2024-05-09,3
SH087441,FEDEX,Chennai,Bangalore,in_transit,7,362.83,374.66,2024-06-09,2024-02-21,4
SH087442,FEDEX,Bangalore,Hyderabad,pending,9,401.76,329.59,2024-04-12,2024-06-11,5
SH087443,BLUEDART,Bangalore,Mumbai,delayed,0,375.39,372.98,2024-01-29,2024-03-09,5
SH087444,DHL,Mumbai,Chennai,pending,9,212.56,230.98,2024-02-23,2024-04-03,3
SH087445,BLUEDART,Hyderabad,Chennai,in_transit,9,164.68,174.85,2024-01-22,2024-04-22,1
SH087447,BLUEDART,Delhi,Chennai,delayed,7,490.84,117.66,2024-02-15,2024-04-27,2
SH087448,DHL,Mumbai,Pune,delayed,10,161.93,142.89,2024-05-14,2024-06-27,3
SH087449,DHL,Chennai,Mumbai,in_transit,0,287.69,279.62,2024-04-11,2024-03-16,5
SH087450,FEDEX,Pune,Hyderabad,delivered,6,334.75,80.71,2024-03-09,2024-04-19,4
SH087451,DHL,Pune,Bangalore,delayed,7,421.34,286.87,2024-02-24,2024-05-21,3
SH087452,DHL,Delhi,Chennai,delayed,1,316.74,243.45,2024-02-20,2024-02-29,4
SH087453,FEDEX,Pune,Bangalore,delayed,8,149.56,458.13,2024-04-27,2024-01-16,1
SH087454,DHL,Delhi,Mumbai,in_transit,9,471.88,311.29,2024-04-28,2024-04-25,4
SH087455,BLUEDART,Bangalore,Bangalore,in_transit,6,170.13,178.31,2024-01-31,2024-04-25,5
SH087456,BLUEDART,Pune,Bangalore,in_transit,3,96.64,464.07,2024-02-13,2024-04-13,2
SH087457,BLUEDART,Pune,Delhi,delayed,2,78.36,74.86,2024-05-02,2024-03-06,5
SH087458,DHL,Hyderabad,Delhi,in_transit,9,55.53,58.82,2024-04-11,2024-03-29,5
SH087459,FEDEX,Pune,Hyderabad,in_transit,1,214.36,335.95,2024-03-13,2024-03-23,3
SH087460,DHL,Delhi,Mumbai,delivered,4,439.15,274.25,2024-04-19,2024-02-29,2
SH087461,DHL,Mumbai,Pune,delivered,1,93.41,191.25,2024-03-25,2024-03-19,2
SH087462,FEDEX,Chennai,Chennai,in_transit,0,374.05,267.76,2024-05-05,2024-05-29,3
SH087463,BLUEDART,Hyderabad,Pune,in_transit,2,191.16,138.66,2024-05-04,2024-05-19,5
SH087464,FEDEX,Delhi,Mumbai,delayed,9,488.91,171.18,2024-02-19,2024-02-18,5
SH087465,FEDEX,Hyderabad,Delhi,pending,7,52.14,439.35,2024-05-24,2024-05-17,5
SH087467,DHL,Chennai,Pune,in_transit,0,188.91,192.40,2024-04-22,2024-01-29,3
SH087468,DHL,Pune,Bangalore,in_transit,1,64.79,303.58,2024-04-04,2024-05-12,4
SH087469,FEDEX,Bangalore,Bangalore,delivered,7,495.12,247.68,2024-05-05,2024-05-30,3
SH087470,BLUEDART,Hyderabad,Mumbai,in_transit,3,435.12,396.06,2024-06-22,2024-03-30,4
SH087471,FEDEX,Chennai,Bangalore,delivered,10,356.30,319.31,2024-01-08,2024-03-02,3
SH087472,BLUEDART,Delhi,Hyderabad,pending,6,349.59,127.37,2024-02-23,2024-01-31,4
SH087473,BLUEDART,Pune,Pune,delayed,10,97.31,262.06,2024-02-08,2024-06-24,2
SH087474,FEDEX,Delhi,Chennai,delayed,3,420.98,342.88,2024-04-12,2024-06-14,5
SH087475,BLUEDART,Delhi,Bangalore,delayed,2,156.81,95.72,2024-05-08,2024-03-30,4
SH087477,FEDEX,Pune,Delhi,delayed,7,322.85,375.16,2024-01-05,2024-03-07,5
SH087478,BLUEDART,Delhi,Pune,delayed,3,191.02,372.49,2024-01-06,2024-04-18,1
SH087479,DHL,Delhi,Mumbai,delivered,7,171.95,74.13,2024-01-17,2024-06-12,3
SH087480,DHL,Chennai,Bangalore,delivered,1,111.88,377.14,2024-03-13,2024-06-27,2
SH087481,DHL,Delhi,Mumbai,delayed,2,348.27,327.27,2024-02-27,2024-03-02,4
SH087483,BLUEDART,Chennai,Bangalore,delayed,3,261.93,491.03,2024-04-03,2024-01-20,3
SH087484,BLUEDART,Delhi,Chennai,pending,3,336.35,465.82,2024-03-28,2024-02-11,4
SH087485,FEDEX,Delhi,Pune,in_transit,7,189.36,208.80,2024-05-04,2024-01-05,3
SH087486,FEDEX,Hyderabad,Chennai,delivered,4,107.60,291.83,2024-06-21,2024-01-17,5
SH087487,BLUEDART,Hyderabad,Hyderabad,pending,6,265.91,142.20,2024-04-04,2024-03-07,4
SH087488,DHL,Delhi,Bangalore,in_transit,2,101.47,388.63,2024-04-27,2024-06-19,5
SH087489,BLUEDART,Chennai,Chennai,delivered,6,124.55,132.29,2024-05-21,2024-06-09,2
SH087490,FEDEX,Chennai,Bangalore,in_transit,8,64.02,196.90,2024-01-02,2024-02-28,3
SH087491,FEDEX,Chennai,Pune,delivered,2,345.37,254.80,2024-03-12,2024-01-17,1
SH087492,FEDEX,Pune,Hyderabad,pending,7,338.58,497.24,2024-01-18,2024-02-19,2
SH087494,DHL,Pune,Delhi,in_transit,6,434.22,208.51,2024-01-09,2024-03-06,4
SH087495,BLUEDART,Hyderabad,Bangalore,delayed,2,313.05,483.03,2024-01-09,2024-06-23,5
SH087496,FEDEX,Hyderabad,Delhi,delivered,3,177.50,271.52,2024-05-09,2024-06-11,3
SH087497,BLUEDART,Delhi,Delhi,in_transit,1,209.04,265.46,2024-06-15,2024-05-29,3
SH087498,FEDEX,Mumbai,Bangalore,pending,3,479.34,354.32,2024-02-10,2024-04-02,4
SH087499,FEDEX,Hyderabad,Bangalore,in_transit,8,466.61,52.97,2024-01-03,2024-01-15,3
SH087500,FEDEX,Pune,Pune,delivered,10,158.85,461.97,2024-04-05,2024-02-08,5
SH087501,DHL,Chennai,Bangalore,in_transit,8,280.84,386.24,2024-05-01,2024-02-01,1
SH087502,DHL,Hyderabad,Chennai,in_transit,7,410.30,226.09,2024-01-05,2024-06-26,2
SH087503,DHL,Mumbai,Delhi,in_transit,5,120.98,22.94,2024-02-09,2024-03-07,2
SH087505,DHL,Bangalore,Mumbai,delayed,1,100.68,115.63,2024-05-06,2024-03-13,2
SH087506,FEDEX,Hyderabad,Chennai,in_transit,4,217.29,495.45,2024-06-03,2024-06-16,3
SH087507,FEDEX,Chennai,Chennai,delayed,8,258.97,156.03,2024-04-16,2024-01-28,2
SH087508,DHL,Pune,Mumbai,pending,7,415.80,183.87,2024-02-05,2024-01-05,2
SH087509,DHL,Delhi,Bangalore,pending,6,63.66,121.20,2024-06-14,2024-02-27,3
SH087510,FEDEX,Delhi,Hyderabad,in_transit,8,173.05,498.06,2024-03-31,2024-05-26,5
SH087512,DHL,Hyderabad,Pune,pending,6,90.86,32.58,2024-04-15,2024-01-17,5
SH087513,BLUEDART,Hyderabad,Bangalore,delivered,3,182.10,485.26,2024-05-12,2024-01-20,2
SH087514,FEDEX,Delhi,Pune,in_transit,7,373.22,285.10,2024-06-25,2024-01-11,2
SH087515,DHL,Delhi,Chennai,delayed,9,253.68,499.70,2024-06-10,2024-02-04,3
SH087516,FEDEX,Delhi,Chennai,delayed,8,431.34,78.63,2024-03-31,2024-03-11,4
SH087517,DHL,Pune,Chennai,pending,7,357.16,223.89,2024-04-27,2024-02-16,1
SH087518,FEDEX,Chennai,Mumbai,delayed,4,221.49,4.20,2024-01-21,2024-02-28,1
SH087519,DHL,Chennai,Pune,delayed,6,189.26,329.07,2024-04-30,2024-03-15,3
SH087520,DHL,Chennai,Mumbai,delayed,7,392.81,296.66,2024-02-26,2024-05-10,2
SH087521,DHL,Delhi,Mumbai,delayed,9,240.09,315.25,2024-01-07,2024-01-26,3
SH087522,DHL,Delhi,Mumbai,in_transit,10,284.55,60.59,2024-06-24,2024-04-06,5
SH087523,DHL,Hyderabad,Delhi,delivered,6,385.36,420.56,2024-06-23,2024-03-21,3
SH087524,DHL,Hyderabad,Bangalore,delayed,1,119.01,187.26,2024-02-03,2024-05-11,4
SH087526,DHL,Chennai,Pune,pending,2,293.19,457.45,2024-01-04,2024-07-01,1
SH087527,BLUEDART,Chennai,Bangalore,delivered,2,130.73,321.58,2024-01-22,2024-02-13,3
SH087528,DHL,Pune,Pune,in_transit,5,453.23,21.62,2024-02-21,2024-03-09,2
SH087529,DHL,Hyderabad,Bangalore,in_transit,2,414.65,82.71,2024-06-27,2024-03-08,4
SH087530,DHL,Hyderabad,Pune,pending,7,0.00,106.84,2024-06-01,2024-03-27,5
SH087531,DHL,Mumbai,Bangalore,delivered,3,319.63,194.76,2024-06-06,2024-02-13,3
SH087532,DHL,Chennai,Mumbai,delayed,5,61.05,306.10,2024-06-16,2024-01-28,2
SH087533,DHL,Pune,Mumbai,in_transit,1,190.49,135.40,2024-01-24,2024-06-12,1
SH087534,BLUEDART,Chennai,Bangalore,pending,2,475.47,278.29,2024-04-12,2024-06-01,5
SH087535,DHL,Delhi,Pune,delayed,8,113.31,377.89,2024-03-25,2024-03-22,2
SH087536,FEDEX,Hyderabad,Bangalore,delivered,6,88.38,32.97,2024-05-03,2024-03-14,2
SH087537,FEDEX,Chennai,Chennai,in_transit,1,393.66,74.82,2024-02-20,2024-02-14,1
SH087538,FEDEX,Delhi,Chennai,in_transit,5,288.48,313.77,2024-03-02,2024-03-17,2
SH087540,BLUEDART,Mumbai,Bangalore,in_transit,0,354.65,125.44,2024-05-26,2024-03-19,4
SH087541,BLUEDART,Mumbai,Delhi,delayed,1,115.37,331.31,2024-04-30,2024-05-21,4
SH087542,FEDEX,Chennai,Mumbai,delayed,8,59.83,395.35,2024-04-27,2024-06-30,2
SH087543,FEDEX,Chennai,Delhi,delayed,5,0.00,491.67,2024-06-27,2024-04-13,4
SH087544,BLUEDART,Bangalore,Pune,delayed,3,261.19,272.14,2024-03-23,2024-05-23,5
SH087545,FEDEX,Pune,Mumbai,delivered,0,273.63,457.87,2024-06-14,2024-06-27,3
SH087546,BLUEDART,Pune,Delhi,delayed,6,153.73,84.43,2024-01-23,2024-04-03,3
SH087547,DHL,Mumbai,Bangalore,in_transit,7,454.21,353.66,2024-03-15,2024-01-21,1
SH087548,BLUEDART,Hyderabad,Hyderabad,delivered,5,476.19,5.58,2024-02-06,2024-04-21,5
SH087549,FEDEX,Chennai,Mumbai,in_transit,0,410.55,81.45,2024-06-10,2024-04-12,1
SH087550,DHL,Bangalore,Pune,pending,8,70.75,235.30,2024-01-11,2024-05-06,5
SH087551,DHL,Hyderabad,Mumbai,pending,10,484.35,166.52,2024-05-21,2024-03-12,5
SH087552,DHL,Delhi,Chennai,in_transit,1,158.26,94.27,2024-04-05,2024-06-27,2
SH087553,DHL,Delhi,Pune,delivered,1,94.91,422.34,2024-02-06,2024-06-14,2
SH087554,FEDEX,Mumbai,Bangalore,in_transit,5,99.71,146.09,2024-04-30,2024-04-09,4
SH087555,BLUEDART,Delhi,Mumbai,pending,1,433.01,170.77,2024-03-07,2024-03-25,2
SH087556,DHL,Mumbai,Mumbai,delayed,9,226.45,255.68,2024-06-06,2024-03-24,2
SH087557,FEDEX,Pune,Delhi,delayed,8,424.59,66.26,2024-01-31,2024-03-03,4
SH087558,DHL,Mumbai,Bangalore,delayed,3,328.95,222.85,2024-04-07,2024-02-24,3
SH087559,DHL,Pune,Pune,delivered,1,299.27,7.80,2024-06-12,2024-02-20,4
SH087560,FEDEX,Hyderabad,Pune,delivered,-1,357.24,398.57,2024-03-13,2024-04-19,3
SH087561,FEDEX,Hyderabad,Pune,pending,7,353.69,377.78,2024-01-15,2024-03-30,2
SH087562,FEDEX,Chennai,Chennai,delayed,7,155.16,163.18,2024-02-14,2024-02-11,3
SH087563,BLUEDART,Mumbai,Mumbai,delayed,8,218.02,250.69,2024-01-11,2024-05-14,5
SH087564,FEDEX,Mumbai,Mumbai,pending,7,367.59,221.44,2024-03-05,2024-05-24,2
SH087565,DHL,Chennai,Hyderabad,in_transit,9,187.81,205.15,2024-04-19,2024-04-25,4
SH087567,BLUEDART,Mumbai,Bangalore,delayed,8,91.09,68.35,2024-01-26,2024-04-18,5
SH087568,BLUEDART,Chennai,Mumbai,in_transit,9,184.64,150.16,2024-06-07,2024-01-11,2
SH087569,BLUEDART,Hyderabad,Delhi,in_transit,8,218.38,140.17,2024-04-09,2024-04-19,1
SH087571,FEDEX,Pune,Chennai,delayed,10,327.80,457.69,2024-03-27,2024-06-19,2
SH087572,FEDEX,Pune,Bangalore,delayed,5,307.70,97.80,2024-01-26,2024-04-21,5
SH087573,FEDEX,Delhi,Delhi,delayed,0,287.53,183.55,2024-02-02,2024-05-19,5
SH087574,FEDEX,Bangalore,Chennai,delivered,5,447.84,268.86,2024-05-27,2024-02-12,3
SH087576,FEDEX,Delhi,Chennai,delayed,6,196.90,90.09,2024-06-04,2024-03-12,4
SH087577,FEDEX,Bangalore,Pune,in_transit,8,81.34,498.93,2024-05-18,2024-03-27,2
SH087578,BLUEDART,Pune,Delhi,delayed,10,147.24,430.72,2024-05-14,2024-01-19,4
SH087579,DHL,Hyderabad,Bangalore,in_transit,4,135.68,125.95,2024-03-08,2024-02-10,4
SH087580,DHL,Pune,Pune,pending,8,265.16,373.67,2024-02-10,2024-06-24,4
SH087581,BLUEDART,Hyderabad,Mumbai,delayed,7,173.04,199.17,2024-03-02,2024-06-22,5
SH087582,DHL,Bangalore,Mumbai,in_transit,9,402.88,128.33,2024-02-25,2024-04-12,4
SH087583,FEDEX,Pune,Pune,delivered,1,204.94,301.82,2024-01-01,2024-04-18,5
SH087584,FEDEX,Pune,Chennai,delivered,2,498.64,273.40,2024-01-14,2024-02-09,3
SH087585,FEDEX,Chennai,Mumbai,in_transit,4,299.10,308.12,2024-05-14,2024-04-14,3
SH087586,FEDEX,Delhi,Hyderabad,delayed,10,100.92,327.68,2024-02-06,2024-05-12,2
SH087587,BLUEDART,Pune,Bangalore,in_transit,9,338.88,92.33,2024-05-13,2024-05-25,5
SH087588,BLUEDART,Chennai,Bangalore,delivered,6,347.49,136.46,2024-04-30,2024-04-09,1
SH087589,DHL,Delhi,Delhi,delayed,6,399.09,286.04,2024-04-13,2024-06-20,2
SH087590,FEDEX,Delhi,Mumbai,delayed,-1,154.82,478.67,2024-02-21,2024-01-23,4
SH087591,DHL,Chennai,Delhi,in_transit,0,411.26,178.51,2024-02-17,2024-02-18,5
SH087592,DHL,Hyderabad,Bangalore,delivered,3,66.91,471.21,2024-01-09,2024-04-21,4
SH087593,DHL,Chennai,Hyderabad,in_transit,3,163.83,157.12,2024-01-31,2024-03-11,5
SH087594,DHL,Delhi,Chennai,in_transit,7,429.21,313.86,2024-01-15,2024-06-23,1
SH087595,FEDEX,Chennai,Pune,in_transit,4,112.78,183.36,2024-03-25,2024-06-15,5
SH087596,DHL,Hyderabad,Pune,delayed,9,339.23,350.56,2024-04-15,2024-05-08,1
SH087597,FEDEX,Chennai,Bangalore,delayed,7,91.18,286.76,2024-06-27,2024-03-07,2
SH087598,BLUEDART,Pune,Chennai,in_transit,1,484.85,401.81,2024-05-06,2024-01-28,3
SH087599,FEDEX,Mumbai,Pune,delayed,-1,383.46,167.26,2024-03-27,2024-03-15,1
SH087600,DHL,Chennai,Mumbai,in_transit,8,82.86,392.00,2024-03-02,2024-06-18,4
SH087601,FEDEX,Pune,Hyderabad,delivered,3,373.83,283.23,2024-03-01,2024-03-11,1
SH087602,DHL,Delhi,Pune,pending,5,349.68,380.88,2024-01-21,2024-07-05,2
SH087603,BLUEDART,Bangalore,Mumbai,in_transit,8,263.75,392.45,2024-04-09,2024-07-02,1
SH087604,FEDEX,Pune,Chennai,delayed,7,236.40,43.26,2024-06-14,2024-01-15,4
SH087605,DHL,Bangalore,Chennai,pending,3,352.10,1.30,2024-01-17,2024-05-04,2
SH087607,DHL,Pune,Mumbai,pending,0,149.05,80.10,2024-03-23,2024-03-14,2
SH087608,FEDEX,Pune,Mumbai,in_transit,4,386.58,338.63,2024-01-20,2024-06-26,4
SH087609,DHL,Mumbai,Pune,delivered,5,176.50,391.60,2024-06-11,2024-03-12,2
SH087610,FEDEX,Chennai,Bangalore,pending,7,389.50,389.08,2024-06-16,2024-05-17,1
SH087611,DHL,Delhi,Mumbai,pending,9,420.13,181.97,2024-05-13,2024-02-28,5
SH087612,DHL,Hyderabad,Chennai,delivered,8,307.41,487.16,2024-04-03,2024-04-10,2
SH087613,FEDEX,Hyderabad,Bangalore,in_transit,7,327.62,40.06,2024-04-28,2024-01-24,2
SH087614,DHL,Chennai,Mumbai,delayed,10,57.69,77.44,2024-06-17,2024-06-26,3
SH087616,FEDEX,Mumbai,Pune,pending,1,488.01,410.03,2024-01-07,2024-01-07,5
SH087617,DHL,Hyderabad,Bangalore,delayed,4,125.66,350.07,2024-02-15,2024-02-10,3
SH087618,DHL,Hyderabad,Bangalore,pending,8,183.17,460.28,2024-02-04,2024-06-23,4
SH087619,FEDEX,Hyderabad,Mumbai,in_transit,4,293.66,249.14,2024-06-26,2024-04-27,3
SH087620,BLUEDART,Chennai,Mumbai,delivered,6,148.94,418.22,2024-03-31,2024-03-08,4
SH087621,FEDEX,Hyderabad,Delhi,in_transit,9,411.71,298.83,2024-04-20,2024-03-18,5
SH087622,DHL,Delhi,Pune,in_transit,2,0.00,100.77,2024-02-02,2024-02-13,5
SH087623,BLUEDART,Pune,Bangalore,in_transit,2,77.49,471.57,2024-03-22,2024-06-18,1
SH087624,DHL,Bangalore,Bangalore,in_transit,4,315.06,131.76,2024-01-23,2024-03-31,1
SH087626,BLUEDART,Pune,Chennai,delivered,4,490.72,339.62,2024-02-23,2024-06-18,3
SH087627,DHL,Hyderabad,Bangalore,pending,9,424.19,476.69,2024-02-12,2024-06-07,3
SH087628,FEDEX,Bangalore,Mumbai,in_transit,5,421.22,79.57,2024-02-14,2024-05-14,5
SH087629,DHL,Delhi,Hyderabad,delivered,1,366.79,227.75,2024-04-13,2024-05-19,3
SH087631,DHL,Chennai,Bangalore,pending,9,365.89,178.40,2024-01-28,2024-05-29,3
SH087632,FEDEX,Delhi,Hyderabad,delayed,6,232.67,141.65,2024-02-18,2024-05-05,5
SH087633,DHL,Hyderabad,Mumbai,in_transit,9,395.56,309.22,2024-02-29,2024-04-23,5
SH087634,FEDEX,Hyderabad,Delhi,delivered,9,76.51,104.19,2024-04-27,2024-03-15,1
SH087635,DHL,Delhi,Delhi,delivered,0,254.34,361.50,2024-06-20,2024-02-10,2
SH087636,FEDEX,Mumbai,Mumbai,delayed,3,76.19,28.32,2024-01-06,2024-05-24,2
SH087637,FEDEX,Pune,Mumbai,delayed,10,292.27,223.02,2024-06-16,2024-03-30,2
SH087638,DHL,Hyderabad,Pune,in_transit,8,401.76,355.30,2024-05-06,2024-02-18,5
SH087639,DHL,Chennai,Pune,in_transit,1,221.63,214.66,2024-03-12,2024-03-29,3
SH087640,DHL,Pune,Pune,pending,3,82.87,437.69,2024-02-29,2024-03-04,5
SH087641,BLUEDART,Pune,Pune,delayed,6,157.32,288.16,2024-03-01,2024-03-26,1
SH087642,DHL,Chennai,Delhi,delayed,6,331.08,451.69,2024-02-21,2024-01-31,3
SH087643,FEDEX,Pune,Pune,in_transit,1,69.78,483.04,2024-03-10,2024-04-19,2
SH087644,FEDEX,Mumbai,Mumbai,delivered,7,190.33,347.15,2024-04-25,2024-05-04,2
SH087645,FEDEX,Bangalore,Mumbai,pending,4,69.68,477.65,2024-02-09,2024-04-25,2
SH087646,FEDEX,Delhi,Delhi,pending,8,340.01,33.15,2024-06-25,2024-04-08,2
SH087647,FEDEX,Hyderabad,Mumbai,pending,5,137.07,226.25,2024-05-23,2024-04-17,2
SH087648,DHL,Pune,Mumbai,in_transit,9,410.47,343.36,2024-05-30,2024-03-11,1
SH087649,BLUEDART,Chennai,Chennai,delivered,5,339.12,179.23,2024-02-14,2024-02-10,3
SH087650,FEDEX,Delhi,Mumbai,in_transit,6,200.12,492.63,2024-05-30,2024-04-01,2
SH087651,BLUEDART,Delhi,Pune,pending,8,98.51,280.30,2024-01-19,2024-07-04,3
SH087652,DHL,Hyderabad,Mumbai,pending,3,274.23,249.09,2024-02-09,2024-01-19,4
SH087653,BLUEDART,Delhi,Pune,delivered,-1,308.21,88.69,2024-01-19,2024-01-29,4
SH087654,DHL,Delhi,Chennai,delayed,0,285.08,402.85,2024-04-21,2024-02-06,3
SH087656,DHL,Chennai,Delhi,delayed,6,259.03,42.49,2024-04-30,2024-04-06,5
SH087657,FEDEX,Bangalore,Mumbai,in_transit,4,444.87,257.05,2024-05-08,2024-03-01,5
SH087658,BLUEDART,Delhi,Mumbai,delayed,7,287.46,292.03,2024-06-18,2024-04-03,1
SH087659,DHL,Hyderabad,Chennai,in_transit,9,317.96,82.63,2024-06-18,2024-06-26,4
SH087660,BLUEDART,Chennai,Bangalore,pending,3,191.95,317.25,2024-02-12,2024-04-24,3
SH087662,DHL,Pune,Mumbai,pending,2,51.16,153.31,2024-02-24,2024-05-14,3
SH087663,FEDEX,Hyderabad,Mumbai,delayed,1,284.45,24.78,2024-03-21,2024-03-03,1
SH087665,FEDEX,Pune,Bangalore,delayed,2,300.23,330.10,2024-01-28,2024-01-17,5
SH087666,FEDEX,Mumbai,Bangalore,delayed,3,325.15,177.07,2024-04-10,2024-06-26,5
SH087667,BLUEDART,Pune,Bangalore,pending,5,450.38,308.92,2024-06-08,2024-06-15,2
SH087669,FEDEX,Hyderabad,Hyderabad,delayed,7,498.40,146.87,2024-05-15,2024-06-01,5
SH087670,FEDEX,Hyderabad,Mumbai,delayed,8,212.53,113.07,2024-06-15,2024-02-29,2
SH087671,DHL,Delhi,Pune,pending,1,389.13,44.55,2024-04-25,2024-04-26,3
SH087672,FEDEX,Pune,Pune,pending,10,196.70,443.05,2024-03-13,2024-06-08,5
SH087673,FEDEX,Chennai,Bangalore,delivered,0,93.16,337.17,2024-01-19,2024-04-27,1
SH087674,DHL,Pune,Chennai,in_transit,0,498.70,298.80,2024-01-06,2024-03-20,4
SH087675,DHL,Chennai,Pune,in_transit,1,0.00,404.89,2024-04-01,2024-04-30,3
SH087676,DHL,Delhi,Chennai,pending,4,98.80,245.51,2024-02-15,2024-06-25,2
SH087677,DHL,Chennai,Chennai,pending,4,387.79,44.23,2024-02-03,2024-02-19,5
SH087678,FEDEX,Chennai,Bangalore,delivered,9,446.21,323.14,2024-01-27,2024-03-22,2
SH087679,DHL,Delhi,Hyderabad,in_transit,3,271.13,2.06,2024-02-16,2024-02-29,2
SH087680,DHL,Hyderabad,Mumbai,in_transit,3,308.96,254.69,2024-05-24,2024-03-24,1
SH087682,DHL,Delhi,Hyderabad,in_transit,2,281.59,397.28,2024-05-24,2024-02-23,5
SH087683,FEDEX,Pune,Mumbai,delivered,5,435.45,293.22,2024-05-08,2024-03-03,5
SH087684,FEDEX,Mumbai,Mumbai,delayed,0,106.64,283.77,2024-02-26,2024-05-02,5
SH087685,BLUEDART,Pune,Pune,pending,7,237.24,162.50,2024-01-28,2024-05-24,4
SH087687,DHL,Delhi,Pune,in_transit,9,286.34,275.45,2024-03-07,2024-01-14,5
SH087688,BLUEDART,Pune,Pune,delivered,7,96.63,117.55,2024-03-19,2024-05-20,2
SH087689,FEDEX,Hyderabad,Hyderabad,delayed,8,490.95,234.66,2024-04-13,2024-03-24,2
SH087690,BLUEDART,Chennai,Pune,in_transit,6,494.77,228.01,2024-05-31,2024-04-13,5
SH087691,DHL,Chennai,Pune,delivered,8,448.76,308.88,2024-03-20,2024-05-28,3
SH087692,DHL,Bangalore,Pune,in_transit,1,289.03,346.04,2024-02-19,2024-03-16,5
SH087693,BLUEDART,Pune,Bangalore,in_transit,10,334.17,444.06,2024-04-02,2024-03-19,3
SH087694,DHL,Chennai,Mumbai,delivered,2,0.00,415.52,2024-05-10,2024-06-11,3
SH087695,FEDEX,Chennai,Bangalore,in_transit,8,241.87,237.43,2024-02-20,2024-04-02,3
